,tick,ano,divida_liq_EBITDA,ROIC,VPA,ROA,P_L,PSR,P_VP,ECP,P_EBIT,DY,ROE,P_ativos,margem_EBITDA,LPA,margem_liq,EV_EBITDA,beta,P_EBITDA,EV_EBIT,result_caso1,result_caso2,result_caso3,result_caso4,result_caso5
1349,ROMI3,2013.0,7.42,0.02,9.04,0.0,142.32,0.64,0.66,0.45,14.72,0.0,0.0,0.3,0.1,0.04,0.0,17.08,-0.04,6.63,37.96,False,False,False,False,-0.51
1350,ROMI3,2014.0,7.88,0.01,9.37,0.01,24.67,0.3,0.31,0.48,19.73,0.0,0.01,0.15,0.07,0.12,0.01,21.79,0.34,4.41,97.59,False,False,False,False,-0.41
1351,ROMI3,2015.0,7.62,0.0,10.18,0.01,16.31,0.19,0.17,0.33,-57.09,0.0173,0.01,0.09,0.05,0.11,0.01,26.85,0.3,3.52,-434.96,True,True,True,True,0.49
1352,ROMI3,2016.0,0.0,-0.05,9.56,-0.04,-4.11,0.27,0.27,0.5,-3.64,0.0078,-0.06,0.15,-0.02,-0.62,-0.07,-82.59,0.54,-15.95,-18.86,True,True,True,True,1.99
1353,ROMI3,2017.0,1.59,0.06,10.23,0.03,13.08,0.72,0.75,0.52,9.49,0.0104,0.06,0.45,0.12,0.59,0.06,9.24,0.99,5.94,14.76,True,True,True,False,0.19
1354,ROMI3,2018.0,2.68,0.04,11.09,0.07,6.23,0.71,0.76,0.53,11.52,0.0878,0.12,0.43,0.11,1.35,0.11,10.54,0.64,6.68,18.17,True,True,True,True,1.28
1355,ROMI3,2019.0,1.46,0.09,12.06,0.1,8.49,1.44,1.46,0.5,10.51,0.0638,0.17,0.81,0.18,2.07,0.17,5.97,0.68,7.99,7.85,False,False,False,False,-0.41
1356,RSID3,2000.0,0.0,0.01,1.53,0.04,4.32,0.37,0.37,0.62,24.46,0.0351,0.09,0.17,0.0,0.13,0.09,0.0,0.3,0.0,43.04,False,False,False,False,-0.47
1357,RSID3,2001.0,0.0,-0.03,1.46,-0.02,-5.58,0.37,0.27,0.68,-4.18,0.0769,-0.05,0.13,0.0,-0.07,0.09,0.0,0.55,0.0,-11.26,False,False,False,False,-0.26
1358,RSID3,2002.0,0.0,-0.01,2.22,0.01,7.21,0.22,0.13,0.85,-6.01,0.0,0.02,0.06,0.0,0.04,-0.07,0.0,-0.45,0.0,-18.85,False,False,False,False,-0.17
1359,RSID3,2003.0,0.0,-0.02,0.73,-0.01,-42.55,0.95,0.6,0.59,-14.18,0.0227,-0.01,0.24,0.0,-0.01,0.03,0.0,1.29,0.0,-9.59,True,True,True,True,0.38
1360,RSID3,2004.0,0.0,0.04,0.8,0.03,8.48,0.7,0.71,0.74,6.48,0.0,0.08,0.23,0.0,0.07,-0.02,0.0,0.35,0.0,5.24,True,True,True,True,4.16
1361,RSID3,2005.0,0.0,0.05,0.86,0.04,36.61,2.54,3.1,0.65,24.41,0.0075,0.08,1.29,0.0,0.07,0.08,0.0,1.09,0.0,4.98,True,True,True,True,0.32
1362,RSID3,2006.0,0.0,0.0,13.75,0.03,47.6,5.21,1.99,0.86,-305.99,0.0022,0.04,1.44,-0.02,0.57,0.07,-27.37,1.16,-300.5,-27.88,True,True,True,True,0.66
1363,RSID3,2007.0,0.0,0.06,14.99,0.06,25.2,4.85,3.03,0.71,27.76,0.0029,0.12,1.6,0.18,1.81,0.11,4.25,0.91,27.5,4.29,False,False,False,False,-0.83
1364,RSID3,2008.0,3.72,0.05,6.49,0.05,5.59,0.59,0.58,0.24,5.59,0.0529,0.1,0.25,0.11,0.68,0.19,6.83,1.1,5.19,7.34,True,True,True,True,3.13
1365,RSID3,2009.0,6.33,0.06,8.62,0.05,17.02,2.58,1.77,0.17,16.54,0.0098,0.1,0.92,0.17,0.9,0.11,4.71,1.31,14.93,5.22,False,False,False,False,-0.03
1366,RSID3,2010.0,4.46,0.05,7.45,0.04,20.93,1.67,1.98,0.43,18.82,0.0135,0.09,0.77,0.1,0.71,0.15,7.59,1.43,17.21,8.3,False,False,False,False,-0.46
1367,RSID3,2011.0,7.29,0.02,7.44,0.01,26.99,0.75,1.07,0.37,14.6,0.0388,0.04,0.3,0.06,0.3,0.08,15.73,1.57,12.18,18.87,False,False,False,False,-0.4
1368,RSID3,2012.0,15.34,0.0,5.61,-0.02,-9.14,0.69,0.81,0.37,266.26,0.0681,-0.09,0.23,0.02,-0.5,0.03,75.98,1.85,43.8,461.88,False,False,False,False,-0.56
1369,RSID3,2013.0,74.36,0.03,5.88,0.01,14.02,0.4,0.35,0.46,4.39,0.0,0.02,0.11,0.1,0.15,-0.08,12.4,1.63,3.99,13.63,False,False,False,False,-0.6
1370,RSID3,2014.0,12.08,-0.06,22.0,-0.09,-0.47,0.18,0.15,0.56,-0.8,0.0,-0.33,0.04,-0.21,-7.25,0.03,-6.3,5.02,-0.82,-6.14,False,False,False,False,-0.81
1371,RSID3,2015.0,0.0,-0.07,15.15,-0.1,-0.1,0.04,0.04,0.55,-0.16,0.0,-0.43,0.01,-0.26,-6.55,-0.38,-5.64,1.11,-0.17,-5.38,False,False,False,False,-0.14
1372,RSID3,2016.0,0.0,-0.07,42.73,-0.11,-0.09,0.09,0.06,0.74,-0.15,0.0,-0.72,0.01,-0.54,-30.72,-0.45,-7.01,1.06,-0.16,-6.57,True,True,True,True,1.62
1373,RSID3,2017.0,0.0,-0.12,21.51,-0.09,-0.35,0.38,0.33,0.5,-0.28,0.0,-0.95,0.03,-1.28,-20.46,-0.98,-4.25,1.49,-0.3,-4.09,False,False,False,False,-0.26
1374,RSID3,2018.0,0.0,-0.19,-14.28,-0.24,-0.15,0.61,-0.37,0.35,-0.21,0.0,2.47,0.04,-2.89,-35.33,-1.08,-3.75,0.71,-0.21,-3.66,True,True,True,True,0.72
1375,RSID3,2019.0,0.0,-0.16,-32.76,-0.15,-0.5,2.61,-0.28,0.12,-0.53,0.0,0.55,0.08,-4.8,-18.13,-4.09,-5.08,0.79,-0.54,-4.94,False,False,False,False,-0.56
1376,SAPR11,2017.0,1.58,0.12,51.14,0.07,8.78,1.56,1.17,0.21,5.31,0.0,0.13,0.6,0.36,6.82,0.18,6.91,0.76,4.36,8.42,True,False,False,False,0.08
1377,SAPR11,2018.0,1.49,0.13,56.75,0.08,6.93,1.49,1.08,0.17,4.52,0.0545,0.16,0.57,0.39,8.87,0.21,5.99,0.57,3.77,7.17,True,True,True,True,0.74
1378,SAPR11,2019.0,1.42,0.14,61.27,0.09,9.44,2.16,1.66,0.12,6.25,0.0269,0.18,0.86,0.42,10.74,0.23,5.17,0.73,5.18,6.23,False,False,False,False,-0.26
1379,SBSP3,2000.0,0.0,0.09,290.32,0.03,9.49,1.48,0.6,0.06,3.73,0.0,0.06,0.33,0.0,18.33,0.16,0.0,0.76,0.0,26.31,False,False,False,False,-0.24
1380,SBSP3,2001.0,0.0,0.08,280.77,0.01,17.4,1.09,0.47,0.08,3.05,0.0,0.03,0.24,0.0,7.58,0.06,0.0,0.91,0.0,28.76,False,False,False,False,-0.17
1381,SBSP3,2002.0,0.0,0.08,254.43,-0.04,-4.27,0.7,0.36,0.17,1.96,0.2283,-0.08,0.16,0.0,-21.56,-0.16,0.0,0.83,0.0,27.55,True,True,True,True,0.93
1382,SBSP3,2003.0,0.0,0.09,266.02,0.05,5.34,1.13,0.61,0.14,3.19,0.0674,0.11,0.28,0.0,30.55,0.21,0.0,0.85,0.0,24.85,True,False,False,False,0.03
1383,SBSP3,2004.0,0.0,0.08,279.19,0.03,8.14,1.02,0.56,0.21,3.46,0.0704,0.07,0.27,0.0,19.35,0.13,0.0,0.94,0.0,27.81,True,False,False,False,0.09
1384,SBSP3,2005.0,2.95,0.1,297.83,0.05,4.96,0.9,0.53,0.11,2.69,0.0842,0.11,0.26,0.46,31.67,0.18,15.77,0.87,1.98,21.4,True,True,True,True,0.98
1385,SBSP3,2006.0,2.64,0.1,316.65,0.05,10.23,1.51,0.93,0.13,4.76,0.0325,0.09,0.46,0.43,28.65,0.15,14.73,0.78,3.48,20.12,True,True,True,False,0.15
1386,SBSP3,2007.0,2.13,0.11,42.94,0.06,8.92,1.57,0.96,0.13,4.59,0.0287,0.11,0.5,0.45,4.61,0.18,13.01,0.75,3.52,16.97,False,False,False,False,-0.3
1387,SBSP3,2008.0,3.84,0.06,41.9,0.0,97.3,1.0,0.66,0.21,5.41,0.0367,0.01,0.31,0.28,0.29,0.01,20.05,0.91,3.54,30.63,True,True,True,True,0.33
1388,SBSP3,2009.0,2.43,0.1,46.2,0.06,5.7,1.16,0.74,0.15,3.66,0.0582,0.13,0.36,0.4,6.04,0.2,13.15,0.76,2.9,16.59,True,True,True,True,0.31
1389,SBSP3,2010.0,1.93,0.13,42.49,0.07,5.95,1.05,1.0,0.15,3.63,0.0505,0.17,0.42,0.35,7.16,0.18,10.91,0.72,3.01,13.17,True,True,True,False,0.19
1390,SBSP3,2011.0,2.01,0.1,46.28,0.05,9.68,1.19,1.12,0.19,5.03,0.0,0.12,0.47,0.31,5.37,0.12,11.29,0.65,3.8,14.97,True,True,True,True,0.75
1391,SBSP3,2012.0,1.94,0.12,51.42,0.07,10.34,1.84,1.69,0.15,6.96,0.0292,0.16,0.75,0.33,8.4,0.18,10.03,0.48,5.53,12.63,False,False,False,False,-0.06
1392,SBSP3,2013.0,1.91,0.12,18.92,0.07,9.4,1.6,1.4,0.07,5.76,0.0888,0.15,0.64,0.35,2.81,0.17,9.14,0.75,4.51,11.67,False,False,False,False,-0.3
1393,SBSP3,2014.0,3.11,0.07,19.46,0.03,12.83,1.04,0.87,0.11,6.08,0.0464,0.07,0.38,0.26,1.33,0.08,13.05,0.8,3.99,19.89,True,True,False,False,0.13
1394,SBSP3,2015.0,2.79,0.1,20.07,0.02,24.05,1.1,0.94,0.12,4.25,0.0195,0.04,0.38,0.35,0.79,0.05,9.82,0.95,3.14,13.28,True,True,True,True,0.57
1395,SBSP3,2016.0,2.2,0.1,22.56,0.08,6.68,1.4,1.28,0.1,5.74,0.0076,0.19,0.54,0.32,4.31,0.21,8.53,0.79,4.3,11.38,True,True,True,True,0.25
1396,SBSP3,2017.0,1.87,0.11,25.62,0.06,9.31,1.61,1.34,0.14,5.92,0.035,0.14,0.59,0.36,3.69,0.17,7.37,0.79,4.46,9.79,False,False,False,False,-0.06
1397,SBSP3,2018.0,1.54,0.13,28.6,0.07,7.59,1.34,1.1,0.16,4.16,0.0327,0.15,0.49,0.41,4.15,0.18,5.95,0.9,3.28,7.55,True,True,True,True,0.94
1398,SBSP3,2019.0,1.47,0.13,31.65,0.07,12.29,2.3,1.91,0.22,7.25,0.0192,0.16,0.89,0.42,4.93,0.19,5.33,1.09,5.53,7.0,False,False,False,False,-0.25
1399,SCAR3,2008.0,3.88,0.1,9.06,0.03,16.91,3.72,1.13,0.13,5.75,0.0263,0.07,0.51,0.79,0.61,0.22,16.98,0.74,4.72,20.68,True,True,True,True,0.74
1400,SCAR3,2009.0,0.67,0.24,10.43,0.11,6.7,1.63,1.49,0.14,4.63,0.0534,0.22,0.73,0.39,2.32,0.24,8.26,0.24,4.15,9.21,True,False,False,False,0.08
1401,SCAR3,2010.0,2.78,0.13,11.57,0.06,14.43,5.52,2.01,0.14,8.14,0.0323,0.14,0.84,0.77,1.61,0.38,11.62,0.32,7.22,13.09,True,True,False,False,0.1
1402,SCAR3,2011.0,3.04,0.12,12.73,0.06,14.4,4.06,1.9,0.15,7.89,0.0,0.13,0.8,0.59,1.68,0.28,11.18,0.26,6.92,12.75,True,True,True,True,0.94
1403,SCAR3,2012.0,1.79,0.21,15.52,0.11,11.7,4.69,2.9,0.13,7.18,0.0227,0.25,1.25,0.7,3.85,0.4,6.02,0.22,6.68,6.47,False,False,False,False,-0.18
1404,SCAR3,2013.0,1.41,0.23,18.72,0.11,8.51,3.32,1.98,0.13,5.24,0.0276,0.23,0.94,0.67,4.35,0.39,5.2,0.4,4.93,5.52,False,False,False,False,-0.08
1405,SCAR3,2014.0,3.36,0.11,19.85,0.05,15.34,6.19,1.65,0.08,8.24,0.026000000000000002,0.11,0.78,0.83,2.13,0.4,9.84,0.28,7.45,10.9,False,False,False,False,-0.29
1406,SCAR3,2015.0,3.79,0.12,21.84,0.05,8.05,2.78,1.05,0.07,3.89,0.033,0.13,0.43,0.8,2.86,0.35,8.11,0.31,3.49,9.05,True,True,False,False,0.11
1407,SCAR3,2016.0,4.08,0.11,22.97,0.03,18.73,3.25,1.1,0.09,4.89,0.0079,0.06,0.48,0.76,1.35,0.17,8.88,0.48,4.27,10.17,True,True,True,True,0.77
1408,SCAR3,2017.0,3.37,0.11,24.35,0.04,20.18,4.5,1.77,0.09,8.27,0.0265,0.09,0.83,0.62,2.13,0.22,8.18,0.56,7.28,9.3,False,False,False,False,-0.23
1409,SCAR3,2018.0,5.04,0.06,24.3,0.01,98.7,5.08,1.34,0.09,12.34,0.0,0.01,0.69,0.52,0.33,0.05,13.61,0.15,9.78,17.17,True,True,True,True,0.5
1410,SCAR3,2019.0,4.43,0.08,25.62,0.03,30.87,7.3,1.84,0.04,12.87,0.0079,0.06,0.92,0.68,1.52,0.24,10.88,0.39,10.67,13.14,False,False,False,False,-0.42
1411,SEER3,2013.0,0.0,0.28,3.6,0.15,25.15,6.45,6.52,0.16,21.48,0.0,0.26,3.66,0.34,0.93,0.26,11.4,0.25,18.74,13.07,True,True,True,True,0.32
1412,SEER3,2014.0,0.0,0.21,5.0,0.17,17.31,5.26,5.92,0.31,16.11,0.0101,0.34,2.97,0.36,1.71,0.3,7.7,0.55,14.59,8.5,False,False,False,False,-0.74
1413,SEER3,2015.0,0.36,0.14,6.05,0.09,5.91,0.95,1.27,0.13,4.4,0.0039,0.22,0.52,0.27,1.3,0.16,7.6,0.88,3.52,9.52,True,True,True,True,1.47
1414,SEER3,2016.0,0.0,0.19,7.59,0.11,10.12,2.08,2.46,0.28,7.87,0.0102,0.24,1.16,0.32,1.84,0.21,5.41,0.9,6.54,6.51,True,True,True,True,0.73
1415,SEER3,2017.0,0.0,0.16,10.86,0.08,21.94,3.53,2.88,0.09,16.97,0.0086,0.13,1.73,0.26,1.43,0.16,4.32,0.91,13.53,5.42,False,False,False,False,-0.48
1416,SEER3,2018.0,0.0,0.16,11.06,0.08,10.18,1.64,1.41,0.43,8.72,0.027000000000000003,0.14,0.85,0.25,1.53,0.16,4.39,0.75,6.63,5.78,True,True,True,True,0.98
1417,SEER3,2019.0,0.0,0.12,10.16,0.05,26.07,2.8,2.73,0.51,13.74,0.08900000000000001,0.1,1.4,0.31,1.06,0.11,4.76,0.77,9.13,7.16,False,False,False,False,-0.5
1418,SGPS3,2010.0,5.62,0.01,11.47,-0.01,-45.63,0.34,0.47,0.66,28.73,0.0148,-0.01,0.29,0.06,-0.12,0.02,4.88,0.55,5.7,24.63,False,False,False,False,-0.31
1419,SGPS3,2011.0,2.83,0.03,8.4,-0.15,-1.12,0.32,0.38,0.65,7.23,0.0,-0.34,0.17,0.12,-2.82,-0.01,6.27,0.34,2.8,16.21,True,False,False,False,0.03
1420,SGPS3,2012.0,4.56,0.05,6.09,-0.06,-4.1,0.35,0.48,0.41,5.11,0.0,-0.12,0.24,0.12,-0.71,-0.29,4.26,0.33,2.8,7.75,False,False,False,False,-0.39
1421,SGPS3,2013.0,2.91,0.03,5.76,-0.02,-6.85,0.17,0.31,0.54,5.56,0.0,-0.05,0.15,0.08,-0.26,-0.08,6.09,0.05,2.3,14.77,False,False,False,False,-0.66
1422,SGPS3,2014.0,4.29,0.05,5.43,-0.01,-4.27,0.06,0.12,0.66,1.24,0.0,-0.03,0.05,0.09,-0.15,-0.03,5.32,0.25,0.67,9.8,True,False,False,False,0.09
1423,SGPS3,2015.0,3.85,0.07,21.56,0.01,5.78,0.06,0.13,0.47,0.93,0.0,0.02,0.06,0.1,0.5,-0.01,4.66,0.44,0.62,7.01,True,True,True,True,0.47
1424,SGPS3,2016.0,3.46,0.07,20.54,0.0,-35.42,0.09,0.21,0.55,1.26,0.0,-0.01,0.08,0.11,-0.12,0.01,4.87,0.62,0.86,7.1,True,True,True,True,1.59
1425,SGPS3,2017.0,3.73,0.08,22.98,0.01,25.74,0.25,0.47,0.47,2.99,0.0,0.02,0.2,0.12,0.42,0.0,4.57,0.87,2.12,6.43,False,False,False,False,-0.36
1426,SGPS3,2018.0,3.48,0.09,26.5,0.03,3.08,0.25,0.26,0.42,1.32,0.0,0.08,0.11,0.25,2.24,0.01,3.55,0.66,1.01,4.62,True,True,True,True,0.59
1427,SGPS3,2019.0,2.74,0.03,27.72,0.01,13.36,0.43,0.44,0.55,7.88,0.0,0.03,0.19,0.12,0.92,0.08,6.48,0.88,3.56,14.32,False,False,False,False,-0.58
1428,SHUL4,2010.0,3.57,0.14,3.82,0.07,11.79,0.97,2.37,0.31,6.96,0.0751,0.2,0.83,0.18,0.77,0.09,8.91,0.08,5.44,11.39,True,False,False,False,0.08
1429,SHUL4,2011.0,2.14,0.13,4.42,0.06,12.51,0.91,2.26,0.28,7.09,0.019,0.18,0.77,0.16,0.8,0.08,8.89,0.06,5.53,11.4,True,True,False,False,0.12
1430,SHUL4,2012.0,2.67,0.12,4.94,0.06,10.69,0.79,1.63,0.42,5.97,0.0261,0.15,0.6,0.18,0.75,0.07,8.82,0.16,4.52,11.64,True,True,True,True,0.35
1431,SHUL4,2013.0,2.49,0.16,5.61,0.07,10.48,0.81,1.84,0.44,5.28,0.0116,0.18,0.69,0.19,0.99,0.07,6.28,0.17,4.19,7.92,False,False,False,False,-0.09
1432,SHUL4,2014.0,1.73,0.12,6.24,0.06,5.97,0.46,0.84,0.22,3.8,0.0668,0.14,0.33,0.17,0.88,0.08,7.66,0.24,2.75,10.59,False,False,False,False,-0.21
1433,SHUL4,2015.0,1.76,0.1,6.85,0.05,4.95,0.38,0.57,0.37,3.26,0.067,0.11,0.25,0.17,0.78,0.08,7.91,0.34,2.22,11.62,True,True,False,False,0.11
1434,SHUL4,2016.0,1.48,0.06,7.15,0.03,8.44,0.47,0.59,0.35,6.92,0.0307,0.07,0.29,0.13,0.5,0.08,10.99,0.66,3.66,20.8,True,True,True,True,0.72
1435,SHUL4,2017.0,1.26,0.08,7.63,0.04,10.47,0.64,0.9,0.5,7.45,0.0232,0.09,0.41,0.13,0.66,0.06,9.1,0.57,4.82,14.07,True,True,True,True,0.46
1436,SHUL4,2018.0,1.23,0.1,6.04,0.06,8.67,0.66,1.16,0.29,7.02,0.0443,0.13,0.48,0.13,0.81,0.06,7.66,0.66,5.12,10.5,True,True,True,True,0.5
1437,SHUL4,2019.0,1.77,0.09,6.94,0.07,9.24,0.85,1.46,0.31,9.33,0.0,0.16,0.65,0.13,1.1,0.08,6.81,0.49,6.57,9.66,False,False,False,False,-0.2
1438,SLCE3,2007.0,6.16,0.02,5.84,0.04,47.64,5.51,2.82,0.68,105.48,0.0,0.06,1.74,0.11,0.35,0.12,171.54,0.33,49.13,368.27,False,False,False,False,-0.15
1439,SLCE3,2008.0,2.34,0.08,7.33,0.03,29.74,3.31,1.91,0.46,11.03,0.0057,0.06,0.89,0.4,0.47,0.11,32.07,1.01,8.18,43.25,True,True,True,False,0.17
1440,SLCE3,2009.0,5.76,0.01,8.33,0.01,144.62,2.67,1.96,0.5,99.42,0.0067,0.01,1.0,0.13,0.11,0.02,68.02,0.67,19.92,339.42,True,True,True,True,0.32
1441,SLCE3,2010.0,1.65,0.04,19.14,0.02,36.51,2.43,1.15,0.58,17.1,0.0032,0.03,0.69,0.23,0.6,0.07,25.79,0.59,10.46,42.14,False,False,False,False,-0.29
1442,SLCE3,2011.0,1.57,0.08,19.69,0.05,9.33,1.5,0.79,0.6,5.86,0.0103,0.08,0.42,0.32,1.66,0.16,16.82,0.8,4.64,21.24,True,True,True,True,0.32
1443,SLCE3,2012.0,2.58,0.04,20.27,0.01,48.8,1.75,0.98,0.54,13.37,0.0317,0.02,0.53,0.23,0.41,0.04,22.23,0.27,7.72,38.52,True,False,False,False,0.03
1444,SLCE3,2013.0,3.03,0.04,21.7,0.02,20.29,1.7,0.94,0.59,13.3,0.0074,0.05,0.47,0.22,1.01,0.08,22.38,0.24,7.82,38.07,False,False,False,False,-0.3
1445,SLCE3,2014.0,3.3,0.05,24.61,0.02,19.04,0.91,0.57,0.59,7.18,0.0277,0.03,0.3,0.19,0.74,0.05,20.4,0.19,4.72,31.05,True,True,True,False,0.16
1446,SLCE3,2015.0,3.0,0.07,24.65,0.02,12.98,0.91,0.67,0.5,5.58,0.017,0.05,0.3,0.22,1.27,0.07,15.67,0.29,4.07,21.5,False,False,False,False,-0.1
1447,SLCE3,2016.0,137.82,0.03,26.57,0.0,95.4,0.86,0.54,0.61,13.01,0.0415,0.01,0.26,0.0,0.15,0.01,956.32,0.21,235.64,52.8,True,True,True,True,1.03
1448,SLCE3,2017.0,1.23,0.14,27.31,0.07,7.11,1.19,0.98,0.54,4.44,0.0832,0.14,0.5,0.31,3.75,0.17,8.48,0.56,3.85,9.78,True,True,True,True,0.65
1449,SLCE3,2018.0,1.25,0.15,29.32,0.07,9.78,1.41,1.43,0.46,6.06,0.0509,0.15,0.69,0.27,4.28,0.14,7.72,0.31,5.19,9.02,True,True,True,True,0.24
1450,SLCE3,2019.0,1.47,0.11,15.66,0.05,14.96,1.55,1.58,0.38,8.46,0.0383,0.11,0.68,0.22,1.66,0.1,8.95,0.58,7.11,10.64,True,False,False,False,0.03
1451,SMLS3,2015.0,0.0,0.42,3.96,0.22,11.58,3.51,8.79,0.0,10.45,0.0626,0.76,2.57,0.34,3.01,0.3,2.24,0.6,10.38,2.25,True,True,True,True,0.42
1452,SMLS3,2016.0,0.0,0.48,5.14,0.29,10.07,3.57,8.71,0.0,9.19,0.0648,0.86,2.87,0.39,4.44,0.35,1.58,0.96,9.07,1.6,True,True,True,True,0.84
1453,SMLS3,2017.0,0.0,0.22,7.03,0.21,20.57,10.23,10.79,0.0,31.13,0.0584,0.52,4.33,0.34,3.69,0.5,2.77,1.19,30.45,2.84,False,False,False,False,-0.4
1454,SMLS3,2018.0,0.0,0.41,8.18,0.25,8.4,5.5,5.35,0.0,7.32,0.0889,0.64,2.06,0.77,5.21,0.65,1.12,1.02,7.15,1.14,False,False,False,False,-0.02
1455,SMLS3,2019.0,0.0,0.48,9.71,0.22,7.76,4.64,4.05,0.0,6.36,0.0942,0.52,1.69,0.75,5.06,0.6,0.44,0.58,6.15,0.46,False,False,False,False,-0.69
1456,SMTO3,2010.0,2.91,0.06,17.28,0.04,20.65,2.31,1.53,0.34,12.64,0.0117,0.07,0.74,0.29,1.28,0.09,19.95,0.75,7.89,31.92,False,False,False,False,-0.36
1457,SMTO3,2011.0,1.28,0.05,17.91,0.03,14.79,1.39,0.94,0.2,8.27,0.0161,0.06,0.4,0.3,1.13,0.11,19.1,0.39,4.57,34.51,True,True,True,True,0.7
1458,SMTO3,2012.0,1.99,0.04,18.58,0.01,42.76,1.94,1.51,0.2,15.9,0.0114,0.04,0.56,0.25,0.65,0.09,20.64,0.39,7.75,42.35,True,False,False,False,0.03
1459,SMTO3,2013.0,3.3,0.06,18.36,0.03,23.85,2.12,1.56,0.18,13.29,0.0094,0.07,0.64,0.24,1.2,0.05,21.94,0.37,8.76,33.28,True,True,True,True,0.23
1460,SMTO3,2014.0,2.81,0.08,23.08,0.04,14.17,2.14,1.57,0.28,9.01,0.0099,0.11,0.57,0.34,2.56,0.09,14.25,0.55,6.3,20.4,True,True,True,True,0.28
1461,SMTO3,2015.0,3.4,0.07,23.37,0.03,26.61,2.22,1.96,0.27,11.09,0.0131,0.07,0.7,0.3,1.72,0.15,13.9,0.56,7.5,20.54,True,True,True,True,0.29
1462,SMTO3,2016.0,3.66,0.09,9.35,0.03,24.91,2.72,2.09,0.19,10.61,0.0251,0.08,0.82,0.34,0.78,0.08,10.7,0.2,7.89,14.39,True,False,False,False,0.01
1463,SMTO3,2017.0,2.83,0.11,9.04,0.05,14.25,2.05,2.14,0.4,8.78,0.0145,0.15,0.77,0.34,1.35,0.11,8.26,0.43,6.08,11.93,False,False,False,False,-0.04
1464,SMTO3,2018.0,2.13,0.09,9.32,0.03,20.95,1.97,1.95,0.17,9.47,0.027999999999999997,0.09,0.68,0.34,0.87,0.14,8.42,0.25,5.87,13.59,True,True,True,True,0.39
1465,SMTO3,2019.0,2.14,0.11,10.44,0.05,14.38,2.29,2.27,0.17,7.44,0.0278,0.16,0.73,0.47,1.65,0.09,6.68,1.02,4.85,10.25,False,False,False,False,-0.16
1466,SQIA3,2014.0,0.0,0.21,5.01,0.14,8.4,1.42,1.71,0.33,11.2,0.0175,0.2,1.17,0.15,1.02,0.17,123.01,0.24,9.22,149.47,True,True,False,False,0.11
1467,SQIA3,2015.0,0.0,0.12,5.6,0.1,10.71,1.43,1.62,0.08,17.86,0.055,0.15,1.09,0.1,0.85,0.13,172.48,0.24,13.67,225.38,True,True,True,True,0.56
1468,SQIA3,2016.0,0.0,0.06,5.94,0.06,18.14,1.94,2.33,0.37,20.41,0.0152,0.13,1.05,0.12,0.76,0.11,137.87,0.28,16.32,172.41,True,True,True,True,0.93
1469,SQIA3,2017.0,0.0,0.09,6.36,0.05,39.32,2.35,4.19,0.29,28.6,0.0034,0.11,2.0,0.14,0.68,0.06,75.49,0.39,17.24,125.21,False,False,False,False,-0.04
1470,SQIA3,2018.0,0.0,0.06,7.21,0.02,74.58,2.1,3.51,0.21,33.15,0.0075,0.05,1.79,0.11,0.34,0.03,89.95,0.42,19.53,152.7,True,True,True,True,2.71
1471,SQIA3,2019.0,0.0,-0.01,6.11,-0.01,-432.11,9.88,4.01,0.21,-864.21,0.0024,-0.01,2.79,0.07,-0.06,-0.02,84.34,0.37,131.77,-553.13,False,False,False,False,-0.24
1472,SULA11,2007.0,0.0,0.03,23.85,0.05,6.74,0.43,1.27,0.03,10.35,0.0,0.19,0.31,0.0,4.49,0.06,0.0,0.32,0.0,62.36,False,False,False,False,-0.45
1473,SULA11,2008.0,0.83,0.03,26.73,0.06,2.53,0.21,0.6,0.03,4.86,0.0413,0.24,0.15,0.05,6.33,0.09,53.97,0.48,4.74,55.28,True,True,True,True,2.43
1474,SULA11,2009.0,0.0,0.0,29.13,0.04,9.93,0.63,1.79,0.02,87.05,0.0214,0.18,0.39,0.0,5.24,0.06,0.0,0.32,0.0,305.4,True,True,True,True,0.27
1475,SULA11,2010.0,0.0,0.08,10.3,0.05,9.53,0.74,2.02,0.02,12.81,0.1029,0.21,0.48,0.0,2.18,0.08,0.0,0.41,0.0,23.71,False,False,False,False,-0.22
1476,SULA11,2011.0,0.0,0.01,10.96,0.03,9.5,0.47,1.38,1.0,92.16,0.094,0.14,0.32,0.0,1.59,0.05,0.0,0.66,0.0,218.88,True,True,True,True,0.24
1477,SULA11,2012.0,0.0,0.02,11.94,0.03,10.29,0.48,1.48,0.03,33.13,0.0367,0.14,0.35,0.0,1.72,0.05,0.0,0.34,0.0,63.48,True,False,False,False,0.03
1478,SULA11,2013.0,0.0,0.03,10.62,0.03,10.35,0.43,1.39,0.04,18.13,0.0453,0.13,0.3,0.0,1.43,0.04,0.0,0.44,0.0,31.67,False,False,False,False,-0.11
1479,SULA11,2014.0,0.0,0.02,11.74,0.03,7.91,0.33,1.1,0.19,21.99,0.031,0.14,0.24,0.0,1.63,0.04,0.0,0.43,0.0,39.31,True,True,True,True,0.49
1480,SULA11,2015.0,0.0,0.03,13.0,0.04,8.59,0.42,1.43,0.2,21.07,0.0279,0.17,0.32,0.0,2.17,0.05,0.0,0.58,0.0,22.06,True,False,False,False,0.02
1481,SULA11,2016.0,0.0,0.02,14.79,0.03,8.77,0.38,1.22,0.24,31.61,0.0294,0.14,0.28,0.02,2.05,0.04,20.39,0.68,24.76,26.03,True,True,True,True,0.23
