,tick,ano,divida_liq_EBITDA,ROIC,VPA,ROA,P_L,PSR,P_VP,ECP,P_EBIT,DY,ROE,P_ativos,margem_EBITDA,LPA,margem_liq,EV_EBITDA,beta,P_EBITDA,EV_EBIT,result_caso1,result_caso2,result_caso3,result_caso4,result_caso5
1482,SULA11,2017.0,0.0,0.05,14.31,0.03,9.47,0.41,1.3,0.19,16.72,0.0322,0.14,0.31,0.03,1.97,0.04,8.72,0.36,14.97,9.74,True,True,True,True,0.56
1483,SULA11,2018.0,0.0,0.08,15.95,0.04,12.44,0.57,1.79,0.3,14.74,0.0199,0.14,0.44,0.04,2.3,0.05,3.3,0.5,13.84,3.51,True,True,True,True,1.13
1484,SULA11,2019.0,0.0,0.08,18.13,0.04,19.96,1.09,3.3,0.1,25.07,0.0105,0.17,0.83,0.05,3.0,0.05,1.51,0.42,22.27,1.7,False,False,False,False,-0.31
1485,SUZB3,2004.0,0.0,0.15,9.67,0.1,6.44,1.48,1.42,0.3,4.49,0.9687,0.22,0.65,0.0,2.13,0.23,0.0,0.32,0.0,63.39,False,False,False,False,-0.1
1486,SUZB3,2005.0,3.94,0.09,10.94,0.07,6.69,1.2,1.08,0.28,5.45,0.0518,0.16,0.46,0.32,1.76,0.18,62.02,0.68,3.71,91.1,True,True,True,True,0.84
1487,SUZB3,2006.0,5.23,0.07,12.82,0.04,14.88,2.14,1.65,0.11,10.2,0.017,0.11,0.65,0.34,1.42,0.14,55.61,0.45,6.38,88.82,True,True,True,True,0.39
1488,SUZB3,2007.0,5.54,0.05,14.02,0.05,16.85,2.66,2.07,0.13,16.04,0.0193,0.12,0.79,0.3,1.72,0.16,56.97,0.59,8.92,102.51,False,False,False,False,-0.57
1489,SUZB3,2008.0,5.2,0.07,12.19,-0.03,-8.22,0.91,0.99,0.23,3.95,0.0,-0.12,0.29,0.36,-1.47,-0.11,40.86,0.67,2.52,63.98,True,True,True,True,0.69
1490,SUZB3,2009.0,6.37,0.04,14.3,0.07,7.16,1.59,1.43,0.22,11.72,0.0376,0.2,0.49,0.26,2.86,0.22,57.69,0.86,6.16,109.85,False,False,False,False,-0.08
1491,SUZB3,2010.0,2.04,0.08,21.71,0.04,7.64,1.3,0.68,0.19,5.11,0.0386,0.09,0.31,0.37,1.93,0.17,33.27,1.17,3.51,48.44,False,False,False,False,-0.53
1492,SUZB3,2011.0,4.19,0.04,24.31,0.0,86.52,0.55,0.28,0.26,3.96,0.0415,0.0,0.12,0.27,0.08,0.01,44.29,0.95,2.05,85.45,True,False,False,False,0.04
1493,SUZB3,2012.0,5.02,0.03,10.09,-0.01,-42.04,1.47,0.7,0.15,14.04,0.0,-0.02,0.3,0.24,-0.17,-0.04,46.21,0.88,6.02,107.82,True,True,True,True,0.31
1494,SUZB3,2013.0,4.93,0.04,9.85,-0.01,-45.56,1.76,0.94,0.08,10.27,0.0108,-0.02,0.37,0.33,-0.2,-0.04,33.01,0.67,5.37,63.08,True,True,True,True,0.23
1495,SUZB3,2014.0,4.12,0.05,9.49,-0.01,-46.84,1.68,1.19,0.13,9.94,0.0107,-0.03,0.43,0.34,-0.24,-0.04,25.54,0.13,5.0,50.78,True,True,True,True,0.69
1496,SUZB3,2015.0,2.73,0.12,8.45,-0.03,-21.99,1.99,2.21,0.12,6.63,0.0134,-0.1,0.72,0.44,-0.85,-0.09,14.4,-0.16,4.53,21.06,False,False,False,False,-0.23
1497,SUZB3,2016.0,3.79,0.05,9.16,0.06,9.29,1.59,1.55,0.11,11.93,0.0197,0.17,0.54,0.28,1.53,0.17,23.05,-0.04,5.78,47.57,True,True,True,True,0.37
1498,SUZB3,2017.0,2.03,0.13,10.51,0.06,11.43,1.96,1.78,0.17,6.34,0.0096,0.16,0.72,0.44,1.64,0.17,13.27,-0.07,4.43,18.99,True,True,True,True,1.05
1499,SUZB3,2018.0,1.56,0.18,10.87,0.01,132.01,3.13,3.5,0.1,8.41,0.005,0.03,0.78,0.49,0.29,0.02,9.53,-0.13,6.41,12.51,True,False,False,False,0.06
1500,SUZB3,2019.0,5.08,0.03,13.29,-0.03,-19.2,2.08,2.99,0.1,20.55,0.0111,-0.16,0.55,0.41,-2.07,-0.11,9.99,0.34,5.06,40.57,False,False,False,False,-0.04
1501,TAEE11,2012.0,2.1,0.15,11.89,0.06,12.71,6.14,1.83,0.09,6.9,0.0211,0.14,0.78,0.89,1.72,0.48,10.93,-0.21,6.9,10.94,False,False,False,False,-0.08
1502,TAEE11,2013.0,3.21,0.15,12.5,0.1,7.02,4.33,1.46,0.22,4.75,0.1209,0.21,0.68,0.91,2.59,0.62,10.48,0.22,4.74,10.5,True,True,True,False,0.19
1503,TAEE11,2014.0,2.47,0.18,12.26,0.1,7.17,4.34,1.54,0.16,4.28,0.1555,0.21,0.75,1.01,2.63,0.61,8.81,0.36,4.28,8.82,False,False,False,False,-0.01
1504,TAEE11,2015.0,2.3,0.18,12.71,0.1,6.34,3.74,1.32,0.24,3.75,0.1313,0.21,0.65,1.0,2.64,0.59,8.55,0.35,3.75,8.56,True,True,True,True,0.43
1505,TAEE11,2016.0,2.32,0.17,12.5,0.1,8.28,5.14,1.66,0.28,5.21,0.1307,0.2,0.85,0.99,2.51,0.62,9.32,0.42,5.2,9.34,True,True,False,False,0.12
1506,TAEE11,2017.0,3.17,0.12,12.62,0.08,11.33,6.83,1.69,0.13,7.94,0.0862,0.15,0.91,0.86,1.88,0.6,13.51,0.53,7.9,13.57,True,True,True,True,0.26
1507,TAEE11,2018.0,2.28,0.17,13.27,0.12,7.59,4.97,1.78,0.13,5.69,0.1182,0.23,0.94,0.88,3.11,0.66,8.98,0.51,5.66,9.03,True,True,True,True,0.41
1508,TAEE11,2019.0,3.73,0.13,14.3,0.09,10.71,5.99,2.18,0.14,7.65,0.0433,0.2,0.96,0.79,2.91,0.56,10.54,0.55,7.61,10.6,False,False,False,False,-0.07
1509,TASA4,2010.0,0.27,0.13,3.59,0.07,7.3,0.78,1.14,0.48,5.06,0.0415,0.16,0.53,0.2,0.56,0.08,3.84,0.65,3.96,4.9,False,False,False,False,-0.46
1510,TASA4,2011.0,1.03,0.11,2.3,0.03,5.43,0.33,0.64,0.36,2.04,0.08900000000000001,0.12,0.18,0.21,0.27,0.11,5.19,0.78,1.61,6.61,True,True,True,True,1.11
1511,TASA4,2012.0,2.29,0.09,1.42,-0.1,-3.57,0.59,2.04,0.38,4.88,0.0345,-0.57,0.37,0.16,-0.81,0.06,7.49,0.47,3.55,10.29,False,False,False,False,-0.21
1512,TASA4,2013.0,4.26,0.02,1.03,-0.07,-4.13,0.4,2.22,0.62,18.97,0.0132,-0.54,0.27,0.06,-0.55,-0.16,15.79,0.4,6.28,47.67,False,False,False,False,-0.8
1513,TASA4,2014.0,8.53,-0.12,0.29,-0.19,-0.45,0.14,1.61,0.62,-0.9,0.0,-3.56,0.09,-0.1,-1.04,-0.1,-14.29,0.1,-1.4,-9.14,False,False,False,False,-0.84
1514,TASA4,2015.0,0.0,-0.07,-1.48,-0.25,-0.18,0.06,-0.76,0.44,-0.75,0.0,4.23,0.04,-0.03,-6.28,-0.31,-32.36,0.32,-1.78,-13.6,True,True,True,True,0.57
1515,TASA4,2016.0,0.0,-0.13,-2.93,-0.11,-1.03,0.13,-0.61,0.57,-1.07,0.0,0.6,0.12,-0.08,-1.75,-0.31,-15.8,0.41,-1.64,-10.32,True,True,True,True,0.23
1516,TASA4,2017.0,0.0,-0.25,-6.88,-0.37,-0.49,0.18,-0.31,0.04,-0.85,0.0,0.64,0.18,-0.16,-4.42,-0.12,-8.4,0.32,-1.11,-6.48,True,True,True,True,1.31
1517,TASA4,2018.0,0.0,0.06,-5.42,-0.07,-5.05,0.36,-0.75,0.77,6.45,0.0,0.15,0.33,0.1,-0.8,-0.36,14.42,0.32,3.77,24.69,True,True,True,True,0.25
1518,TASA4,2019.0,9.79,0.12,-3.44,0.04,11.78,0.53,-1.74,0.14,4.95,0.0,-0.15,0.5,0.13,0.51,-0.07,8.49,1.26,4.14,10.15,False,False,False,False,-0.34
1519,TCSA3,2008.0,3.49,0.04,5.93,0.05,6.5,0.96,0.57,0.38,8.83,0.0147,0.09,0.34,0.12,0.52,0.15,11.19,0.8,8.21,12.03,True,True,True,True,2.13
1520,TCSA3,2009.0,3.86,0.06,6.76,0.05,13.5,2.05,1.54,0.41,13.62,0.0115,0.11,0.67,0.17,0.77,0.15,7.58,0.66,12.15,8.5,True,False,False,False,0.08
1521,TCSA3,2010.0,4.47,0.08,8.22,0.06,8.05,1.14,1.35,0.38,7.56,0.0162,0.17,0.51,0.16,1.38,0.14,6.52,0.71,7.13,6.91,False,False,False,False,-0.07
1522,TCSA3,2011.0,7.39,0.04,8.78,0.04,12.98,1.17,1.15,0.39,14.38,0.0259,0.09,0.47,0.09,0.77,0.09,10.63,1.1,13.05,11.71,False,False,False,False,-0.17
1523,TCSA3,2012.0,0.0,-0.04,7.71,-0.04,-8.77,1.11,1.05,0.44,-9.08,0.0372,-0.12,0.36,-0.11,-0.92,-0.13,-14.18,0.8,-9.91,-13.0,True,True,False,False,0.11
1524,TCSA3,2013.0,5.76,0.08,8.49,0.06,5.83,0.91,1.06,0.43,5.16,0.0,0.18,0.36,0.18,1.54,0.16,7.14,0.67,4.97,7.41,False,False,False,False,-0.54
1525,TCSA3,2014.0,10.77,0.04,9.44,0.04,3.27,0.43,0.41,0.53,3.79,0.1221,0.12,0.14,0.12,1.18,0.13,13.14,0.95,3.54,14.07,False,False,False,False,-0.27
1526,TCSA3,2015.0,4.49,0.07,9.51,0.08,1.66,0.38,0.28,0.59,1.94,0.0778,0.17,0.13,0.2,1.63,0.23,6.29,0.58,1.89,6.46,False,False,False,False,-0.04
1527,TCSA3,2016.0,0.0,-0.15,5.29,-0.15,-1.3,1.73,0.41,0.63,-1.27,0.0741,-0.31,0.19,-1.35,-1.67,-1.34,-3.12,0.98,-1.28,-3.1,False,False,False,False,-0.04
1528,TCSA3,2017.0,0.0,-0.21,3.22,-0.23,-1.28,2.22,0.64,0.35,-1.44,0.0,-0.5,0.29,-1.53,-1.6,-1.73,-2.4,0.9,-1.45,-2.39,False,False,False,False,-0.3
1529,TCSA3,2018.0,0.0,-0.11,2.36,-0.15,-1.7,2.74,0.61,0.28,-2.21,0.0,-0.36,0.25,-1.23,-0.85,-1.62,-4.85,0.82,-2.23,-4.8,True,True,True,True,0.26
1530,TCSA3,2019.0,0.0,-0.15,1.28,-0.15,-5.16,3.69,1.42,0.32,-6.35,0.0,-0.28,0.78,-0.57,-0.35,-0.72,-2.32,0.94,-6.42,-2.3,False,False,False,False,-0.66
1531,TEND3,2016.0,0.0,0.06,4.27,0.04,15.93,1.55,1.16,0.31,12.68,0.0,0.07,0.61,0.13,0.31,0.05,15.56,1.25,11.7,16.86,True,True,True,True,0.28
1532,TEND3,2017.0,0.0,0.08,21.52,0.05,10.2,0.8,0.93,0.11,8.79,0.0,0.09,0.51,0.1,1.96,0.08,14.81,-0.64,7.62,17.08,True,True,True,True,0.63
1533,TEND3,2018.0,0.0,0.13,23.1,0.08,8.27,0.99,1.39,0.02,7.6,0.0159,0.17,0.64,0.14,3.88,0.12,8.28,0.75,6.86,9.16,True,True,True,True,0.98
1534,TEND3,2019.0,0.0,0.12,12.95,0.08,11.93,1.62,2.33,0.02,10.83,0.0199,0.2,0.91,0.17,2.53,0.14,6.6,0.81,9.77,7.31,False,False,False,False,-0.28
1535,TGMA3,2007.0,0.0,0.15,5.15,0.09,34.28,2.16,4.37,0.25,21.13,0.0,0.13,3.04,0.0,0.66,0.06,0.0,0.5,0.0,17.48,False,False,False,False,-0.79
1536,TGMA3,2008.0,0.78,0.14,4.89,0.09,5.6,0.3,0.92,0.37,3.76,0.1889,0.16,0.5,0.12,0.8,0.05,11.3,0.46,2.5,16.98,True,True,True,True,2.67
1537,TGMA3,2009.0,0.49,0.22,5.14,0.14,12.94,0.9,3.01,0.49,8.52,0.0529,0.23,1.76,0.14,1.2,0.07,8.25,0.33,6.35,11.06,True,True,True,True,0.77
1538,TGMA3,2010.0,0.08,0.33,6.35,0.19,14.72,1.44,4.01,0.35,9.93,0.0377,0.27,2.8,0.15,1.73,0.1,7.39,0.31,9.83,7.46,True,False,False,False,0.06
1539,TGMA3,2011.0,1.1,0.22,6.04,0.11,16.75,1.12,4.25,0.06,9.45,0.039,0.25,1.77,0.13,1.53,0.07,7.29,0.53,8.38,8.22,True,True,True,True,0.42
1540,TGMA3,2012.0,1.53,0.16,6.29,0.07,28.49,1.28,5.56,0.62,14.89,0.027999999999999997,0.2,2.11,0.1,1.23,0.05,8.21,0.22,12.36,9.89,False,False,False,False,-0.47
1541,TGMA3,2013.0,2.32,0.12,6.08,0.03,28.95,0.67,2.96,0.16,10.69,0.0511,0.1,0.99,0.08,0.62,0.02,11.24,0.41,8.48,14.16,False,False,False,False,-0.12
1542,TGMA3,2014.0,1.83,0.17,5.49,-0.02,-49.89,0.7,2.89,0.07,8.0,0.0164,-0.06,0.99,0.1,-0.32,-0.01,9.94,0.45,6.81,11.68,False,False,False,False,-0.7
1543,TGMA3,2015.0,2.08,0.07,5.54,0.01,25.83,0.28,0.85,0.23,6.89,0.017,0.03,0.34,0.06,0.18,0.01,19.41,0.61,4.3,31.07,True,True,True,True,0.64
1544,TGMA3,2016.0,1.14,0.1,5.68,0.02,31.72,0.55,1.35,0.44,8.9,0.0,0.04,0.61,0.09,0.24,0.02,15.52,0.96,5.85,23.63,True,True,True,True,1.65
1545,TGMA3,2017.0,0.54,0.16,6.79,0.12,12.69,1.21,2.92,0.32,12.11,0.0111,0.23,1.56,0.13,1.56,0.1,9.66,1.08,9.55,12.24,True,True,True,True,0.47
1546,TGMA3,2018.0,0.42,0.22,7.33,0.13,16.65,1.45,3.75,0.34,11.79,0.0418,0.23,2.24,0.15,1.65,0.09,7.25,0.97,9.93,8.6,True,True,True,True,0.44
1547,TGMA3,2019.0,0.56,0.28,8.71,0.2,12.81,1.84,4.32,0.53,10.23,0.0417,0.34,2.52,0.2,2.94,0.14,5.21,0.76,9.26,5.76,False,False,False,False,-0.52
1548,TIET11,2016.0,1.08,0.21,4.01,0.09,15.3,3.53,3.49,0.18,8.54,0.1436,0.23,1.34,0.51,0.91,0.23,7.84,0.42,6.86,9.76,False,False,False,False,-0.05
1549,TIET11,2017.0,2.84,0.13,3.96,0.04,16.67,2.9,3.22,0.28,7.94,0.0643,0.19,0.74,0.49,0.77,0.17,9.32,0.5,5.98,12.36,False,False,False,False,-0.16
1550,TIET11,2018.0,3.08,0.13,3.87,0.04,13.69,2.05,2.59,0.03,5.39,0.0768,0.19,0.52,0.52,0.73,0.15,8.48,0.44,3.93,11.66,True,True,True,True,0.72
1551,TIET11,2019.0,2.79,0.14,3.64,0.04,21.31,3.13,4.42,0.11,8.87,0.0516,0.21,0.82,0.51,0.75,0.15,8.03,0.53,6.19,11.51,False,False,False,False,-0.15
1552,TIMP3,2010.0,0.2,0.09,4.16,0.11,7.62,1.17,1.64,0.3,14.04,0.0,0.21,0.87,0.29,0.89,0.15,7.8,0.79,4.02,27.25,False,False,False,False,-0.01
1553,TIMP3,2011.0,0.09,0.13,5.36,0.05,17.41,1.31,1.72,0.3,10.8,0.0216,0.1,0.95,0.27,0.53,0.08,6.96,0.66,4.82,15.61,False,False,False,False,-0.09
1554,TIMP3,2012.0,0.0,0.13,5.72,0.06,13.67,1.06,1.43,0.22,8.54,0.0268,0.1,0.76,0.27,0.6,0.08,6.36,0.6,3.96,13.72,True,True,True,True,0.55
1555,TIMP3,2013.0,0.0,0.14,6.04,0.05,19.77,1.5,2.04,0.2,12.23,0.0,0.1,1.06,0.26,0.62,0.08,6.02,0.65,5.73,12.87,False,False,False,False,-0.01
1556,TIMP3,2014.0,0.27,0.11,6.33,0.05,18.41,1.46,1.86,0.19,11.46,0.0,0.1,0.87,0.28,0.64,0.08,6.03,0.55,5.15,13.43,False,False,False,False,-0.4
1557,TIMP3,2015.0,0.19,0.13,7.0,0.06,8.01,0.97,0.98,0.29,5.12,0.0219,0.12,0.47,0.39,0.86,0.12,5.01,0.65,2.51,10.2,True,True,True,False,0.18
1558,TIMP3,2016.0,0.21,0.06,7.1,0.02,25.17,1.21,1.1,0.17,13.3,0.0243,0.04,0.55,0.33,0.31,0.05,6.33,0.9,3.64,23.16,True,True,True,True,0.71
1559,TIMP3,2017.0,0.16,0.08,7.5,0.04,25.68,1.95,1.75,0.29,16.41,0.0107,0.07,0.97,0.37,0.51,0.08,5.52,0.61,5.33,16.99,False,False,False,False,-0.08
1560,TIMP3,2018.0,0.0,0.09,8.18,0.08,11.27,1.69,1.45,0.42,11.86,0.0203,0.13,0.9,0.38,1.05,0.15,4.97,0.82,4.5,13.11,True,True,True,True,0.38
1561,TIMP3,2019.0,0.0,0.13,9.27,0.09,10.47,2.18,1.69,0.68,8.4,0.0364,0.16,0.94,0.55,1.5,0.21,3.21,0.75,3.93,6.86,False,False,False,False,-0.18
1562,TOTS3,2006.0,0.0,0.0,13.11,0.03,114.73,3.62,3.61,0.0,0.0,0.0,0.03,2.98,0.11,0.41,0.03,297.83,0.57,32.31,0.0,True,True,True,True,0.27
1563,TOTS3,2007.0,0.0,0.1,13.38,0.09,41.44,3.59,4.41,0.0,34.99,0.0144,0.11,3.55,0.22,1.42,0.09,120.67,0.5,16.33,258.52,False,False,False,False,-0.36
1564,TOTS3,2008.0,2.99,0.05,14.73,0.05,23.52,1.7,2.51,0.06,22.16,0.047,0.11,1.11,0.21,1.57,0.07,86.15,0.29,8.24,231.76,True,True,True,True,2.25
1565,TOTS3,2009.0,1.97,0.15,16.28,0.1,29.64,3.72,7.25,0.1,20.42,0.0106,0.24,3.04,0.25,3.98,0.13,48.64,0.52,14.75,67.35,True,True,True,True,0.45
1566,TOTS3,2010.0,0.62,0.18,20.06,0.1,38.25,4.71,8.43,0.18,25.08,0.0145,0.22,3.76,0.26,4.42,0.12,40.8,0.53,18.36,55.72,True,False,False,False,0.03
1567,TOTS3,2011.0,0.06,0.23,4.7,0.13,31.02,4.15,7.08,0.29,23.36,0.064,0.23,3.97,0.24,1.07,0.13,37.75,0.34,17.18,51.33,True,True,True,True,0.24
1568,TOTS3,2012.0,0.0,0.31,5.65,0.15,31.39,4.59,7.15,0.39,21.98,0.0161,0.23,4.6,0.27,1.29,0.15,30.31,0.25,17.27,38.58,False,False,False,False,-0.08
1569,TOTS3,2013.0,0.0,0.25,6.55,0.12,26.91,3.74,5.64,0.14,18.9,0.0195,0.21,3.26,0.25,1.37,0.14,28.63,0.44,15.01,36.04,True,False,False,False,0.01
1570,TOTS3,2014.0,0.0,0.25,6.9,0.12,21.56,3.2,5.07,0.1,16.34,0.0274,0.24,2.65,0.25,1.62,0.15,26.37,0.28,13.01,33.13,False,False,False,False,-0.09
1571,TOTS3,2015.0,0.97,0.11,7.57,0.07,25.87,2.66,4.1,0.29,22.15,0.0367,0.16,1.91,0.17,1.2,0.1,36.01,0.69,15.28,52.2,False,False,False,False,-0.2
1572,TOTS3,2016.0,1.27,0.1,0.01,0.06,25856.69,1824.06,3263.88,0.32,18694.51,0.0387,0.13,1629.93,0.16,0.0,0.07,35.1,0.43,11578.17,56.67,True,True,True,True,0.26
1573,TOTS3,2017.0,0.96,0.07,7.61,0.04,52.11,2.22,3.93,0.33,34.38,0.012,0.08,1.99,0.13,0.57,0.04,40.47,0.32,16.81,82.76,False,False,False,False,-0.09
1574,TOTS3,2018.0,0.1,0.07,7.78,0.03,72.53,1.94,3.49,0.51,35.41,0.0114,0.05,1.88,0.11,0.37,0.03,44.94,0.59,17.33,91.81,True,True,True,True,1.4
1575,TOTS3,2019.0,0.0,0.17,12.86,0.06,58.65,5.45,5.02,0.57,38.14,0.0065,0.09,3.52,0.21,1.1,0.09,22.33,0.34,26.33,32.35,False,False,False,False,-0.09
1576,TPIS3,2010.0,3.29,0.04,9.64,0.01,47.45,2.61,1.01,0.29,11.39,0.0195,0.02,0.47,0.31,0.21,0.1,4.09,0.55,8.42,5.53,False,False,False,False,-0.03
1577,TPIS3,2011.0,3.12,0.04,9.32,0.0,105.57,1.97,1.01,0.29,10.24,0.0202,0.01,0.4,0.26,0.09,0.06,5.67,0.21,7.47,7.78,True,True,True,True,0.36
1578,TPIS3,2012.0,4.78,0.14,12.62,0.1,3.54,1.96,0.99,0.32,2.74,0.0264,0.28,0.36,0.92,3.53,0.02,1.64,0.16,2.14,2.09,False,False,False,False,-0.21
1579,TPIS3,2013.0,1.44,0.05,11.94,-0.02,-22.0,1.98,0.8,0.16,6.38,0.0379,-0.04,0.34,0.52,-0.43,0.55,3.33,0.32,3.8,5.59,False,False,False,False,-0.27
1580,TPIS3,2014.0,2.95,-0.05,8.14,-0.09,-2.9,0.78,0.95,0.2,-5.6,0.0,-0.33,0.25,-0.02,-2.65,-0.09,-65.07,0.48,-35.86,-10.16,False,False,False,False,-0.37
1581,TPIS3,2015.0,0.0,0.16,8.34,0.02,6.64,0.33,0.55,0.37,1.0,0.05,0.08,0.15,0.43,0.69,-0.27,2.75,0.52,0.77,3.58,False,False,False,False,-0.3
1582,TPIS3,2016.0,2.59,0.08,6.31,-0.07,-1.68,0.36,0.5,0.73,1.48,0.1577,-0.3,0.11,0.45,-1.89,0.05,4.17,0.47,0.81,7.67,True,False,False,False,0.05
1583,TPIS3,2017.0,3.93,0.11,7.56,0.0,-36.96,0.4,0.44,0.58,1.32,0.0,-0.01,0.13,0.52,-0.09,-0.22,2.34,0.96,0.76,4.08,False,False,False,False,-0.5
1584,TPIS3,2018.0,2.13,-0.02,5.5,-0.1,-0.72,0.23,0.28,0.71,-3.16,0.1218,-0.39,0.07,-0.07,-2.17,-0.01,-23.3,0.7,-3.27,-22.51,True,False,False,False,0.07
1585,TPIS3,2019.0,0.0,-0.01,4.27,-0.06,-1.38,0.3,0.4,0.71,-6.76,0.0,-0.29,0.08,-0.04,-1.23,-0.32,-55.58,0.77,-8.16,-46.06,False,False,False,False,-0.47
1586,TRPL4,2009.0,0.78,0.18,27.78,0.13,9.4,4.71,1.86,0.56,6.96,0.0831,0.2,1.23,0.82,5.5,0.5,10.38,0.29,5.77,12.51,True,True,True,False,0.18
1587,TRPL4,2010.0,1.17,0.17,30.05,0.08,14.89,3.71,1.83,0.23,7.29,0.0918,0.12,1.21,0.52,3.7,0.25,12.23,0.37,7.14,12.5,True,True,True,False,0.16
1588,TRPL4,2011.0,1.76,0.17,29.73,0.11,9.66,3.05,1.95,0.5,6.23,0.1019,0.2,1.05,0.5,6.0,0.32,10.68,0.36,6.09,10.94,False,False,False,False,-0.39
1589,TRPL4,2012.0,2.22,0.15,33.26,0.09,5.96,1.79,0.99,0.35,3.5,0.1076,0.17,0.51,0.52,5.54,0.3,11.03,0.05,3.42,11.28,False,False,False,False,-0.14
1590,TRPL4,2013.0,0.0,-0.03,32.18,0.0,124.53,4.19,0.84,0.3,-19.76,0.0487,0.01,0.59,-0.21,0.22,0.03,-67.31,0.63,-20.33,-65.41,True,True,True,True,0.6
1591,TRPL4,2014.0,1.55,0.07,32.42,0.05,17.61,6.07,1.28,0.18,14.9,0.0342,0.07,0.94,0.41,2.36,0.34,29.91,0.46,14.64,30.45,True,True,True,False,0.16
1592,TRPL4,2015.0,1.04,0.09,34.2,0.07,14.2,5.73,1.34,0.23,11.98,0.0497,0.09,1.0,0.48,3.22,0.4,21.87,0.52,11.84,22.14,True,True,True,True,0.47
1593,TRPL4,2016.0,0.09,0.5,62.51,0.33,2.16,1.37,1.04,0.26,1.45,0.0231,0.48,0.71,0.95,30.06,0.64,1.84,0.34,1.44,1.84,True,False,False,False,0.08
1594,TRPL4,2017.0,0.64,0.12,67.99,0.08,7.95,4.08,0.98,0.23,5.38,0.0454,0.12,0.64,0.76,8.42,0.51,6.95,0.42,5.36,6.98,True,True,True,True,0.25
1595,TRPL4,2018.0,0.94,0.14,68.6,0.1,6.01,3.58,1.01,0.12,4.63,0.1816,0.17,0.61,0.78,11.51,0.6,6.19,0.45,4.62,6.22,True,True,True,True,0.39
1596,TRPL4,2019.0,0.27,0.12,20.89,0.08,8.35,4.5,1.08,0.33,6.35,0.0669,0.13,0.69,0.71,2.7,0.54,5.76,0.5,6.3,5.81,False,False,False,False,-0.11
1597,TUPY3,2009.0,1.12,0.11,15.42,0.07,4.94,0.63,0.88,0.29,4.1,0.0578,0.18,0.35,0.21,2.73,0.1,9.34,-0.03,3.0,12.78,True,True,True,True,1.05
1598,TUPY3,2011.0,0.96,0.14,19.18,0.06,7.81,0.73,1.45,0.09,6.2,0.0409,0.19,0.47,0.15,3.57,0.08,7.57,0.17,4.72,9.94,True,True,True,True,0.76
1599,TUPY3,2012.0,1.11,0.07,10.37,0.02,83.17,2.12,4.77,0.22,29.77,0.0299,0.06,1.49,0.11,0.6,0.09,11.04,0.04,18.66,17.61,False,False,False,False,-0.54
1600,TUPY3,2013.0,3.85,0.08,13.19,0.02,34.8,0.97,1.59,0.29,11.74,0.0114,0.05,0.67,0.15,0.6,0.03,6.15,0.07,6.53,11.06,False,False,False,False,-0.14
1601,TUPY3,2014.0,1.46,0.06,14.09,0.02,27.97,0.83,1.27,0.12,12.49,0.0196,0.05,0.52,0.16,0.64,0.03,5.91,0.31,5.12,14.43,True,False,False,False,0.09
1602,TUPY3,2015.0,1.58,0.08,16.71,0.04,12.2,0.79,1.12,0.2,8.35,0.0396,0.09,0.47,0.17,1.53,0.03,5.27,0.24,4.51,9.76,False,False,False,False,-0.33
1603,TUPY3,2016.0,1.63,-0.06,13.92,-0.04,-9.57,0.53,0.86,0.19,-9.41,0.025,-0.09,0.36,0.1,-1.26,0.06,8.45,0.11,5.11,-15.58,True,True,True,True,0.63
1604,TUPY3,2017.0,2.03,0.06,13.75,0.03,17.09,0.71,1.33,0.17,13.78,0.0636,0.08,0.57,0.12,1.07,-0.06,6.56,0.49,5.88,15.36,True,True,True,False,0.17
1605,TUPY3,2018.0,1.69,0.1,15.25,0.06,10.64,0.6,1.32,0.28,7.85,0.0506,0.12,0.59,0.13,1.89,0.04,4.42,0.26,4.47,7.76,True,True,True,True,0.32
1606,TUPY3,2019.0,1.07,0.1,16.56,0.05,13.03,0.71,1.53,0.03,10.22,0.0443,0.12,0.71,0.13,1.94,0.06,4.13,0.45,5.34,7.9,False,False,False,False,-0.4
1607,UCAS3,2012.0,0.0,0.2,3.36,0.16,16.81,2.65,3.33,0.14,15.09,0.0125,0.2,2.7,0.2,0.67,0.2,3.62,0.09,13.2,4.14,False,False,False,False,-0.47
1608,UCAS3,2013.0,0.0,0.06,3.1,0.05,27.0,1.47,1.84,1.0,27.0,0.0857,0.07,1.48,0.09,0.21,0.16,9.69,0.35,17.03,15.36,False,False,False,False,-0.56
1609,UCAS3,2014.0,0.0,-0.06,2.91,-0.01,-52.65,0.65,0.82,0.0,-11.28,0.0628,-0.02,0.59,-0.02,-0.05,0.05,-37.64,0.21,-29.87,-14.22,False,False,False,False,-0.23
1610,UCAS3,2015.0,5.11,0.03,3.0,0.05,8.12,0.51,0.57,0.0,14.21,0.064,0.07,0.43,0.08,0.21,-0.01,10.32,0.28,6.08,24.13,True,True,True,True,0.46
1611,UCAS3,2016.0,0.0,-0.15,2.63,-0.1,-6.99,0.91,0.96,0.0,-5.6,0.0,-0.14,0.72,-0.11,-0.36,0.06,-9.78,0.65,-8.47,-6.47,False,False,False,False,-0.0
1612,UCAS3,2017.0,1.61,-0.08,2.53,-0.03,-23.98,1.07,1.01,0.0,-11.99,0.0,-0.04,0.78,-0.03,-0.11,-0.13,-47.97,0.67,-40.87,-14.07,True,True,False,False,0.11
